Module Name /IEEE802154INET-Standalone/simulations/results/MAC-standard-0.sca_MAC-standard-0-20170723-04:12:25-6752 /IEEE802154INET-Standalone/simulations/results/MAC-standard-1.sca_MAC-standard-1-20170723-04:12:25-6755 /IEEE802154INET-Standalone/simulations/results/MAC-standard-2.sca_MAC-standard-2-20170723-04:12:25-6754 /IEEE802154INET-Standalone/simulations/results/MAC-standard-3.sca_MAC-standard-3-20170723-04:12:25-6753 /IEEE802154INET-Standalone/simulations/results/MAC-standard-4.sca_MAC-standard-4-20170723-04:12:29-6782 /IEEE802154INET-Standalone/simulations/results/MAC-standard-5.sca_MAC-standard-5-20170723-04:12:33-6787 /IEEE802154INET-Standalone/simulations/results/MAC-standard-6.sca_MAC-standard-6-20170723-04:12:40-6792 /IEEE802154INET-Standalone/simulations/results/MAC-standard-7.sca_MAC-standard-7-20170723-04:12:46-6798 /IEEE802154INET-Standalone/simulations/results/MAC-standard-8.sca_MAC-standard-8-20170723-04:13:00-6803 /IEEE802154INET-Standalone/simulations/results/MAC-standard-9.sca_MAC-standard-9-20170723-04:13:14-6809 /IEEE802154INET-Standalone/simulations/results/MAC-standard-10.sca_MAC-standard-10-20170723-04:13:31-6814 /IEEE802154INET-Standalone/simulations/results/MAC-standard-11.sca_MAC-standard-11-20170723-04:13:48-6819 /IEEE802154INET-Standalone/simulations/results/MAC-standard-12.sca_MAC-standard-12-20170723-04:14:14-6824 /IEEE802154INET-Standalone/simulations/results/MAC-standard-13.sca_MAC-standard-13-20170723-04:14:41-6829 /IEEE802154INET-Standalone/simulations/results/MAC-standard-14.sca_MAC-standard-14-20170723-04:15:12-6835 /IEEE802154INET-Standalone/simulations/results/MAC-standard-15.sca_MAC-standard-15-20170723-04:15:43-6841 /IEEE802154INET-Standalone/simulations/results/MAC-standard-16.sca_MAC-standard-16-20170723-04:16:24-6847 /IEEE802154INET-Standalone/simulations/results/MAC-standard-17.sca_MAC-standard-17-20170723-04:17:03-6855 /IEEE802154INET-Standalone/simulations/results/MAC-standard-18.sca_MAC-standard-18-20170723-04:17:52-6860 /IEEE802154INET-Standalone/simulations/results/MAC-standard-19.sca_MAC-standard-19-20170723-04:18:38-6865 /IEEE802154INET-Standalone/simulations/results/MAC-standard-20.sca_MAC-standard-20-20170723-04:19:38-6870 /IEEE802154INET-Standalone/simulations/results/MAC-standard-21.sca_MAC-standard-21-20170723-04:20:35-6877 /IEEE802154INET-Standalone/simulations/results/MAC-standard-22.sca_MAC-standard-22-20170723-04:21:43-6883 /IEEE802154INET-Standalone/simulations/results/MAC-standard-23.sca_MAC-standard-23-20170723-04:22:48-6897 /IEEE802154INET-Standalone/simulations/results/MAC-standard-24.sca_MAC-standard-24-20170723-04:24:07-6904 /IEEE802154INET-Standalone/simulations/results/MAC-standard-25.sca_MAC-standard-25-20170723-04:25:24-6909 /IEEE802154INET-Standalone/simulations/results/MAC-standard-26.sca_MAC-standard-26-20170723-04:26:52-6915 /IEEE802154INET-Standalone/simulations/results/MAC-standard-27.sca_MAC-standard-27-20170723-04:28:21-6923 /IEEE802154INET-Standalone/simulations/results/MAC-standard-28.sca_MAC-standard-28-20170723-04:30:04-6928 /IEEE802154INET-Standalone/simulations/results/MAC-standard-29.sca_MAC-standard-29-20170723-04:31:42-6933 /IEEE802154INET-Standalone/simulations/results/MAC-standard-30.sca_MAC-standard-30-20170723-04:33:35-6939 /IEEE802154INET-Standalone/simulations/results/MAC-standard-31.sca_MAC-standard-31-20170723-04:35:30-6946 /IEEE802154INET-Standalone/simulations/results/MAC-standard-32.sca_MAC-standard-32-20170723-04:37:35-6960 /IEEE802154INET-Standalone/simulations/results/MAC-standard-33.sca_MAC-standard-33-20170723-04:39:44-6965 /IEEE802154INET-Standalone/simulations/results/MAC-standard-34.sca_MAC-standard-34-20170723-04:41:58-6973 /IEEE802154INET-Standalone/simulations/results/MAC-standard-35.sca_MAC-standard-35-20170723-04:44:26-6978 /IEEE802154INET-Standalone/simulations/results/MAC-standard-36.sca_MAC-standard-36-20170723-04:46:57-6985 /IEEE802154INET-Standalone/simulations/results/MAC-standard-37.sca_MAC-standard-37-20170723-04:49:43-6991 /IEEE802154INET-Standalone/simulations/results/MAC-standard-38.sca_MAC-standard-38-20170723-04:52:24-7005 /IEEE802154INET-Standalone/simulations/results/MAC-standard-39.sca_MAC-standard-39-20170723-04:55:25-7016
net.Box[101].battery totalEnergy:max NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 7.05622 7.09014 7.14044 7.17673 7.3059 7.37143 7.42824 7.46749 7.53618 7.53241 7.57501 7.66841 7.73258 7.70316 7.79052 7.77359 7.83944 7.87181 7.88191 7.96383 7.9529 7.96159 8.00165 8.0622 8.11 8.09898 8.12027 8.17796 8.16257 8.21388
net.Box[102].battery totalEnergy:max NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 7.05625 7.09011 7.14045 7.17675 7.30589 7.37147 7.42813 7.46752 7.53619 7.53243 7.57498 7.66843 7.73252 7.70325 7.79057 7.77367 7.83959 7.87181 7.88195 7.96381 7.95294 7.96152 8.00173 8.06201 8.11002 8.099 8.1203 8.17804 8.16249 8.21388
net.Box[103].battery totalEnergy:max NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 7.05623 7.09016 7.14044 7.17687 7.30575 7.37155 7.42824 7.46752 7.53621 7.53243 7.57492 7.66843 7.73261 7.70325 7.79059 7.77363 7.83948 7.87184 7.88181 7.96376 7.95284 7.96142 8.00172 8.06205 8.1099 8.09917 8.12019 8.17803 8.1626 8.21379
net.Box[104].battery totalEnergy:max NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 7.05626 7.09017 7.14052 7.17686 7.30582 7.37146 7.42822 7.46749 7.53629 7.53243 7.57506 7.66842 7.73262 7.70326 7.79061 7.77358 7.83956 7.87179 7.88195 7.96375 7.95288 7.96147 8.00172 8.06206 8.10993 8.09918 8.12033 8.178 8.16265 8.21385
net.Box[105].battery totalEnergy:max NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 7.05627 7.09015 7.14043 7.17669 7.30585 7.37144 7.42806 7.46744 7.53622 7.53246 7.575 7.66839 7.73265 7.70321 7.7905 7.77368 7.83951 7.87181 7.88195 7.96382 7.95288 7.96152 8.00165 8.06202 8.10984 8.09907 8.1202 8.17788 8.16262 8.21397
net.Box[106].battery totalEnergy:max NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 7.05618 7.0901 7.14042 7.17684 7.30591 7.37151 7.42807 7.46747 7.53618 7.53236 7.57496 7.66835 7.73257 7.7032 7.79052 7.77356 7.83953 7.87175 7.8818 7.96387 7.9529 7.96152 8.00168 8.06218 8.10982 8.09901 8.12034 8.178 8.16266 8.21383
net.Box[107].battery totalEnergy:max NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 7.05621 7.09018 7.14044 7.1768 7.30578 7.37145 7.42809 7.46755 7.53626 7.53242 7.575 7.66843 7.73265 7.70316 7.79064 7.77292 7.83945 7.87174 7.88189 7.96372 7.95299 7.96143 8.00161 8.062 8.11001 8.09898 8.12029 8.17785 8.1625 8.21378
net.Box[108].battery totalEnergy:max NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 7.05628 7.09018 7.1405 7.17676 7.30577 7.3715 7.42818 7.46743 7.5363 7.5324 7.5749 7.66838 7.7325 7.70311 7.79052 7.77362 7.83952 7.87184 7.8819 7.96387 7.95308 7.96146 8.00167 8.06208 8.10996 8.0992 8.12015 8.17798 8.16254 8.21385
net.Box[109].battery totalEnergy:max NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 7.0562 7.09019 7.14044 7.17685 7.30587 7.37153 7.42814 7.46757 7.53625 7.53231 7.57492 7.6685 7.7326 7.7033 7.79061 7.77363 7.83944 7.87183 7.88184 7.96387 7.95297 7.96157 8.00172 8.06206 8.10994 8.09916 8.12034 8.17792 8.16268 8.21386
net.Box[110].battery totalEnergy:max NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 7.09009 7.14046 7.17682 7.30583 7.37151 7.42813 7.46756 7.53626 7.53238 7.57499 7.66842 7.73255 7.70329 7.7906 7.77367 7.83965 7.87173 7.88194 7.9638 7.95294 7.96146 8.00177 8.06206 8.10995 8.09899 8.12031 8.17799 8.16252 8.21388
net.Box[111].battery totalEnergy:max NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 7.09017 7.14041 7.17678 7.3058 7.37145 7.42814 7.46754 7.53628 7.53233 7.57503 7.66838 7.73252 7.70316 7.79063 7.77363 7.83963 7.87184 7.8819 7.9638 7.95297 7.9614 8.00166 8.06218 8.10988 8.09909 8.12029 8.17799 8.16262 8.21376
net.Box[112].battery totalEnergy:max NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 7.09016 7.14041 7.17682 7.30583 7.37152 7.42821 7.46758 7.53629 7.53242 7.57497 7.66839 7.73251 7.70312 7.79062 7.77367 7.83946 7.87178 7.88187 7.96381 7.95291 7.96149 8.00159 8.06221 8.10985 8.09905 8.12016 8.17795 8.16261 8.21389
net.Box[113].battery totalEnergy:max NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 7.09021 7.14041 7.17682 7.30588 7.37146 7.42819 7.4675 7.53622 7.53239 7.57506 7.66838 7.73253 7.70319 7.79054 7.77355 7.83949 7.87182 7.88184 7.96388 7.95301 7.96161 8.00174 8.06223 8.10982 8.09906 8.12026 8.17794 8.16264 8.21391
net.Box[114].battery totalEnergy:max NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 7.09018 7.14046 7.17671 7.30586 7.37147 7.42812 7.4675 7.53628 7.53242 7.57499 7.66842 7.73252 7.70324 7.79057 7.77368 7.83969 7.87182 7.88192 7.96386 7.95289 7.96158 8.00173 8.06203 8.10987 8.0991 8.12015 8.17807 8.16259 8.21387
net.Box[115].battery totalEnergy:max NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 7.09014 7.14043 7.17681 7.3058 7.37148 7.4281 7.46744 7.53625 7.53238 7.5749 7.66844 7.73262 7.70319 7.79069 7.77362 7.83957 7.87184 7.88193 7.96385 7.95309 7.96138 8.00165 8.06209 8.10988 8.09913 8.12018 8.17801 8.16253 8.21385
net.Box[116].battery totalEnergy:max NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 7.09011 7.14049 7.17678 7.30589 7.3715 7.42808 7.46746 7.53636 7.53237 7.57484 7.66846 7.73251 7.70324 7.79061 7.77357 7.83959 7.87182 7.88187 7.96376 7.95287 7.96148 8.00172 8.06204 8.10998 8.09909 8.12016 8.17785 8.16262 8.2139
net.Box[117].battery totalEnergy:max NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 7.09016 7.14039 7.17682 7.30593 7.37151 7.42813 7.46751 7.5362 7.53242 7.57498 7.66839 7.73264 7.70333 7.79054 7.77362 7.83947 7.87179 7.8819 7.96386 7.95285 7.9615 8.00165 8.0621 8.10995 8.09922 8.12017 8.17784 8.16255 8.21387
net.Box[118].battery totalEnergy:max NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 7.09018 7.14048 7.17683 7.3058 7.37153 7.42818 7.46756 7.53635 7.53234 7.57492 7.66836 7.73257 7.70327 7.79053 7.77364 7.83945 7.87184 7.88182 7.96388 7.95289 7.96148 8.00172 8.06212 8.10981 8.09915 8.12022 8.17798 8.16246 8.21388
net.Box[119].battery totalEnergy:max NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 7.09012 7.14049 7.17687 7.30583 7.37147 7.42806 7.46754 7.53616 7.53244 7.57502 7.66841 7.73257 7.70322 7.79058 7.77358 7.83945 7.87178 7.88182 7.96376 7.95285 7.96142 8.00166 8.06203 8.10989 8.09915 8.12015 8.17794 8.16266 8.21396
net.Box[120].battery totalEnergy:max NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 7.14045 7.17686 7.30585 7.37142 7.42808 7.46752 7.53629 7.53237 7.57495 7.66842 7.73262 7.70331 7.79065 7.77356 7.83956 7.87175 7.88196 7.96371 7.9529 7.96147 8.0018 8.0622 8.10995 8.09914 8.12026 8.17808 8.16264 8.21394
net.Box[121].battery totalEnergy:max NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 7.14044 7.17685 7.30583 7.37143 7.4282 7.46757 7.53622 7.53247 7.57494 7.66843 7.73266 7.70332 7.79061 7.77362 7.83843 7.87183 7.88178 7.96379 7.95288 7.96148 8.00179 8.06215 8.10984 8.09922 8.12019 8.17802 8.16259 8.21389
net.Box[122].battery totalEnergy:max NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 7.1404 7.17674 7.30578 7.37145 7.42822 7.46745 7.53624 7.53241 7.57487 7.66842 7.73265 7.70329 7.79054 7.77365 7.83969 7.87185 7.88189 7.96382 7.95305 7.96143 8.00175 8.06217 8.10984 8.09914 8.12028 8.17799 8.16247 8.21377
net.Box[123].battery totalEnergy:max NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 7.14048 7.17683 7.30583 7.37144 7.42813 7.46747 7.53621 7.53235 7.57495 7.66848 7.73258 7.70331 7.79055 7.77353 7.83945 7.87184 7.88183 7.96381 7.95296 7.96155 8.00172 8.06204 8.10995 8.09915 8.12032 8.17805 8.16251 8.214
net.Box[124].battery totalEnergy:max NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 7.14047 7.17668 7.30592 7.37146 7.42807 7.46752 7.53632 7.53245 7.57491 7.6684 7.73264 7.70327 7.79054 7.77368 7.8395 7.87181 7.88196 7.96386 7.95303 7.96144 8.00169 8.06218 8.10993 8.09898 8.12022 8.17807 8.16252 8.21394
net.Box[125].battery totalEnergy:max NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 7.1404 7.1768 7.30581 7.37147 7.42819 7.46757 7.53623 7.53246 7.5749 7.66847 7.73257 7.70328 7.79061 7.77364 7.83951 7.87169 7.88191 7.96375 7.95288 7.9615 8.00171 8.06162 8.11 8.09903 8.12034 8.17803 8.1625 8.21388
net.Box[126].battery totalEnergy:max NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 7.14043 7.1768 7.30588 7.37143 7.4281 7.46742 7.53619 7.53238 7.57499 7.66846 7.73252 7.70334 7.79059 7.77372 7.8395 7.87179 7.88184 7.96371 7.95288 7.96149 8.00168 8.06212 8.10989 8.09915 8.12023 8.17803 8.16263 8.21233
net.Box[127].battery totalEnergy:max NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 7.14046 7.17673 7.30583 7.37151 7.42813 7.46752 7.53628 7.53236 7.57492 7.66846 7.73257 7.70325 7.79067 7.77361 7.83952 7.87171 7.88179 7.96369 7.95293 7.96143 8.00171 8.06217 8.10998 8.09924 8.12018 8.17796 8.16248 8.21391
net.Box[128].battery totalEnergy:max NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 7.14047 7.1767 7.30585 7.37153 7.42809 7.46744 7.53627 7.5324 7.57492 7.66835 7.73263 7.70334 7.79049 7.77358 7.83963 7.87181 7.88197 7.9639 7.95294 7.96139 8.00175 8.06216 8.10992 8.09924 8.12015 8.17792 8.16259 8.21396
net.Box[129].battery totalEnergy:max NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 7.14045 7.17675 7.30585 7.37153 7.42812 7.46757 7.53617 7.53239 7.57497 7.66847 7.73255 7.70322 7.79062 7.77365 7.83953 7.87185 7.88189 7.96372 7.9529 7.96158 8.00167 8.06215 8.10985 8.09908 8.12026 8.17801 8.16252 8.2138
net.Box[130].battery totalEnergy:max NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 7.17676 7.30588 7.37152 7.42814 7.46745 7.53628 7.53243 7.57489 7.6685 7.73255 7.70317 7.79058 7.77365 7.83952 7.8718 7.88186 7.96383 7.95297 7.96152 8.00172 8.06221 8.10982 8.0992 8.12035 8.17795 8.16254 8.21388
net.Box[131].battery totalEnergy:max NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 7.17679 7.30583 7.37145 7.42825 7.46756 7.53619 7.53236 7.57501 7.6684 7.73259 7.70311 7.79049 7.77356 7.83949 7.87183 7.8818 7.96386 7.95294 7.96138 8.00173 8.06218 8.1099 8.09922 8.12033 8.17792 8.16249 8.21391
net.Box[132].battery totalEnergy:max NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 7.17677 7.30576 7.37149 7.42818 7.46758 7.53621 7.53245 7.57506 7.66848 7.73251 7.70329 7.79065 7.77367 7.83961 7.87172 7.88178 7.96382 7.95302 7.96149 8.00181 8.06216 8.10981 8.09909 8.12035 8.17807 8.1625 8.21381
net.Box[133].battery totalEnergy:max NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 7.17685 7.30589 7.37152 7.42813 7.46751 7.53627 7.5324 7.57499 7.66843 7.73266 7.70319 7.79063 7.77359 7.83967 7.87173 7.88191 7.96383 7.95294 7.96151 8.00164 8.06205 8.10997 8.09913 8.12018 8.17794 8.16265 8.21391
net.Box[134].battery totalEnergy:max NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 7.17676 7.30591 7.37147 7.42807 7.46749 7.53631 7.53236 7.57492 7.66839 7.73253 7.70328 7.79058 7.77367 7.83959 7.87183 7.88186 7.9639 7.95293 7.9616 8.00162 8.06206 8.10989 8.09912 8.12033 8.17802 8.16256 8.21388
net.Box[135].battery totalEnergy:max NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 7.17683 7.30593 7.3697 7.42813 7.46754 7.53618 7.53238 7.575 7.66842 7.7326 7.70325 7.79065 7.77359 7.83955 7.87168 7.88186 7.96376 7.95296 7.96158 8.00173 8.06215 8.10988 8.09906 8.12032 8.17801 8.16265 8.21388
net.Box[136].battery totalEnergy:max NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 7.17682 7.30579 7.37153 7.42806 7.46747 7.53628 7.53233 7.57492 7.66845 7.73254 7.70329 7.7906 7.77359 7.8396 7.87173 7.88183 7.9637 7.95296 7.96143 8.00158 8.06211 8.10992 8.09922 8.12028 8.17789 8.16263 8.21378
net.Box[137].battery totalEnergy:max NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 7.17682 7.30585 7.37149 7.42819 7.46748 7.53621 7.53242 7.57491 7.66846 7.73255 7.7032 7.79062 7.7737 7.83945 7.87169 7.88181 7.96386 7.95307 7.9615 8.00171 8.0622 8.10995 8.09916 8.1203 8.178 8.16264 8.21382
net.Box[138].battery totalEnergy:max NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 7.1768 7.30579 7.37148 7.42812 7.46753 7.5362 7.53235 7.57489 7.66836 7.73256 7.70323 7.79061 7.77359 7.83949 7.87172 7.88192 7.96376 7.95289 7.96161 8.00183 8.06215 8.10996 8.09907 8.1203 8.17799 8.16261 8.21384
net.Box[139].battery totalEnergy:max NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 7.17682 7.30586 7.37148 7.42817 7.46752 7.53619 7.53231 7.57497 7.66847 7.73263 7.70329 7.79063 7.7736 7.83957 7.87182 7.88187 7.96372 7.95289 7.96146 8.0016 8.06209 8.10993 8.09925 8.12017 8.178 8.16255 8.21384
net.Box[140].battery totalEnergy:max NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 7.30592 7.37152 7.42823 7.46745 7.53627 7.53246 7.57499 7.66838 7.73263 7.70317 7.79065 7.77355 7.83949 7.87182 7.88183 7.96382 7.95302 7.96147 8.00173 8.06217 8.10993 8.09904 8.12017 8.17785 8.16265 8.21386
net.Box[141].battery totalEnergy:max NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 7.3059 7.37144 7.4281 7.46745 7.53627 7.53238 7.57505 7.66843 7.7325 7.70325 7.79066 7.77363 7.83954 7.87172 7.88187 7.96388 7.95294 7.96144 8.00176 8.06211 8.10995 8.09904 8.1203 8.17791 8.16248 8.2139
net.Box[142].battery totalEnergy:max NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 7.30586 7.37152 7.42812 7.46757 7.5362 7.53236 7.57495 7.66846 7.73256 7.70316 7.79066 7.77359 7.83953 7.87183 7.88194 7.9638 7.95293 7.9615 8.00176 8.06214 8.10987 8.09897 8.12026 8.17798 8.16247 8.21375
net.Box[143].battery totalEnergy:max NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 7.30589 7.37145 7.42811 7.46748 7.5363 7.53241 7.57492 7.66846 7.73262 7.70334 7.79065 7.77359 7.83955 7.87179 7.88193 7.96379 7.95296 7.96155 8.00163 8.06218 8.10998 8.09918 8.12018 8.17795 8.16252 8.21388
net.Box[144].battery totalEnergy:max NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 7.30581 7.37153 7.42812 7.46744 7.53622 7.53242 7.57496 7.66841 7.73264 7.70315 7.79059 7.77363 7.83952 7.87184 7.88194 7.96384 7.95293 7.96151 8.00175 8.06216 8.10988 8.09903 8.12021 8.17802 8.16254 8.21385
net.Box[145].battery totalEnergy:max NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 7.30589 7.37141 7.42807 7.46757 7.53628 7.5324 7.57491 7.66836 7.73261 7.70312 7.79062 7.77356 7.83949 7.8718 7.88193 7.96385 7.95297 7.9614 8.00183 8.06221 8.11 8.09919 8.12035 8.17788 8.16262 8.2139
net.Box[146].battery totalEnergy:max NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 7.30592 7.37153 7.42816 7.46746 7.53622 7.53246 7.57486 7.66843 7.73261 7.70318 7.79066 7.77367 7.83964 7.87184 7.88189 7.96385 7.95294 7.96145 8.0018 8.06212 8.10992 8.09897 8.12034 8.17805 8.16261 8.21378
net.Box[147].battery totalEnergy:max NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 7.30591 7.37146 7.42818 7.46745 7.53635 7.53245 7.57502 7.66844 7.73252 7.70314 7.79056 7.7737 7.83961 7.87184 7.88191 7.96372 7.95311 7.96142 8.00176 8.06217 8.10999 8.09916 8.12028 8.17785 8.16257 8.21389
net.Box[148].battery totalEnergy:max NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 7.30589 7.37152 7.42825 7.46742 7.53624 7.53233 7.57489 7.66841 7.73265 7.70328 7.79054 7.7736 7.83944 7.87184 7.88182 7.96376 7.95289 7.9615 8.00174 8.06214 8.10989 8.09898 8.12026 8.17793 8.16244 8.21386
net.Box[149].battery totalEnergy:max NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 7.30585 7.37151 7.42808 7.46753 7.53625 7.5324 7.57496 7.66842 7.7326 7.70322 7.79055 7.7736 7.83957 7.87178 7.88184 7.96373 7.95311 7.96155 8.0016 8.06205 8.11002 8.09907 8.12028 8.1779 8.16265 8.21392
net.Box[150].battery totalEnergy:max NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 7.37146 7.42828 7.46751 7.53626 7.53232 7.57501 7.66838 7.73251 7.70316 7.79053 7.77357 7.83947 7.87169 7.88184 7.96387 7.95308 7.96161 8.0017 8.06218 8.10991 8.09902 8.12023 8.17804 8.16268 8.21386
net.Box[151].battery totalEnergy:max NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 7.3715 7.42826 7.46755 7.53628 7.53247 7.57499 7.66839 7.73259 7.70328 7.79051 7.77358 7.83956 7.87178 7.88185 7.96381 7.953 7.9615 8.00157 8.06218 8.10981 8.09905 8.12021 8.17803 8.16253 8.21394
net.Box[152].battery totalEnergy:max NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 7.37144 7.42811 7.46747 7.53616 7.53244 7.57492 7.66846 7.73252 7.70324 7.7906 7.77364 7.83946 7.8717 7.88188 7.96381 7.953 7.96141 8.00168 8.06213 8.10978 8.09911 8.12028 8.17804 8.1625 8.21382
net.Box[153].battery totalEnergy:max NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 7.37148 7.42813 7.46755 7.53628 7.53241 7.57496 7.66844 7.73265 7.70327 7.79055 7.77364 7.83946 7.87185 7.88195 7.96385 7.95299 7.96161 8.00159 8.06212 8.10994 8.0991 8.1203 8.17793 8.16252 8.21394
net.Box[154].battery totalEnergy:max NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 7.3715 7.4281 7.46757 7.53615 7.53242 7.57496 7.66847 7.73266 7.70325 7.79061 7.7736 7.83947 7.87184 7.88181 7.96375 7.95299 7.96142 8.00175 8.06221 8.11 8.09924 8.12024 8.178 8.16256 8.21387
net.Box[155].battery totalEnergy:max NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 7.37152 7.42804 7.46756 7.53633 7.53241 7.57494 7.66842 7.73265 7.70323 7.79063 7.77367 7.83965 7.87177 7.88184 7.96386 7.95298 7.96157 8.0016 8.06212 8.10988 8.09905 8.12028 8.17807 8.16244 8.2139
net.Box[156].battery totalEnergy:max NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 7.37149 7.42821 7.46756 7.53628 7.53246 7.57496 7.66846 7.73262 7.70318 7.79058 7.77367 7.83953 7.87176 7.88187 7.96375 7.95308 7.96144 8.00166 8.06201 8.10987 8.0991 8.12025 8.17801 8.16262 8.21382
net.Box[157].battery totalEnergy:max NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 7.37152 7.42828 7.46756 7.53621 7.53245 7.57499 7.66843 7.7325 7.70328 7.7905 7.77367 7.83954 7.87168 7.8819 7.96384 7.953 7.96139 8.00167 8.0622 8.10987 8.09921 8.12032 8.17798 8.16257 8.21389
net.Box[158].battery totalEnergy:max NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 7.37152 7.42817 7.46742 7.53629 7.53235 7.57498 7.66846 7.73264 7.70325 7.79058 7.7737 7.83956 7.87181 7.88193 7.96384 7.95293 7.96148 8.00184 8.06213 8.10982 8.09909 8.12031 8.17799 8.16258 8.21375
net.Box[159].battery totalEnergy:max NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 7.37149 7.42818 7.46756 7.53621 7.53242 7.5749 7.66847 7.73263 7.70312 7.7906 7.77364 7.83948 7.87179 7.88191 7.96369 7.95305 7.96159 8.00172 8.06202 8.10985 8.09905 8.12013 8.17795 8.16259 8.21395
net.Box[160].battery totalEnergy:max NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 7.4281 7.46752 7.53636 7.53241 7.57496 7.6684 7.73264 7.70322 7.7906 7.77366 7.8396 7.87173 7.88182 7.96374 7.95296 7.96155 8.00163 8.06212 8.10997 8.09905 8.12027 8.17806 8.16262 8.21379
net.Box[161].battery totalEnergy:max NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 7.42811 7.4675 7.53624 7.53244 7.57502 7.6684 7.73259 7.70322 7.7907 7.77356 7.83954 7.8718 7.88183 7.96371 7.95308 7.96141 8.00161 8.06223 8.10996 8.09902 8.12032 8.17799 8.16248 8.21389
